simulation_id,Expected_Rew,Expected_WU,PCronograma,PGestor,Variacao_Capacidade_Base_Pct,SimTime,PercAccomplished,WD,WRemaining
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,36,74.8642273,49886.957,11451.3574
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,37,75.480629,50342.4648,11161.4258
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,38,76.0393524,50798.9883,10951.915
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,39,76.5484695,51263.6719,10801.2441
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,40,77.0686722,51769.2188,10635.8672
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,41,77.82164,52398.6055,10172.0557
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,42,78.9331055,53241.1914,9348.56543
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,43,80.2758255,54249.082,8341.19531
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,44,80.9320755,54741.5547,7848.72607
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,45,81.5389557,55196.9805,7393.2998
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,46,82.1458435,55652.4102,6937.87354
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,47,82.7527313,56107.8359,6482.44727
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,48,83.3596115,56563.2617,6027.021
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,49,83.9664993,57018.6875,5571.59473
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,50,84.5733871,57474.1133,5116.16846
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,51,85.1802673,57929.5391,4660.74219
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,52,85.7142868,58330.2812,4260
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,53,87.0244522,58721.4336,3873.88086
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,54,88.3149719,59112.5859,3514.93921
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,55,89.5116043,59503.7617,3241.21704
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,56,90.5210114,59897.8086,3091.2041
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,57,91.6081696,60361.2734,2891.76562
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,58,93.830246,61131.3203,2129.35132
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,59,94.9955673,61533.5078,1727.16614
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,60,96.1289291,61924.6602,1336.01367
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,0,0,0,54912
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,1,5.69726562,3400.63379,51563.1523
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,2,11.2039642,6801.26904,48517.1758
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,3,15.8978214,10202.9307,46344.8984
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,4,19.6067829,13702.9492,44981.0312
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,5,25.9023666,18352.1621,41030.918
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,6,30.8772621,22147.6777,37949.6289
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,7,35.1587334,25607.1875,35340.8906
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,8,37.2311172,27582.7441,33781.5234
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,9,39.0046577,29386.3066,32000.2969
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,10,40.8088112,31207.3398,30179.3906
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,11,41.8445206,32252.6836,29134.0449
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,12,42.8571434,33274.7305,28112
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,13,44.4031219,34277.8203,27118.0254
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,14,45.933815,35280.9102,26160.9922
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,15,49.3237801,37000.5742,24613.7988
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,16,52.4756088,38720.3711,23357.9902
